	index	Albertin	Alon	HUGO	transcriptName
9738	Dopeav2083191m	1.0	1.0		Dopeav2083191m
9739	Dopeav2135976m	1.0	1.0	GRM8	Dopeav2135976m
9740	Dopeav2128413m	1.0	2.0	NCBP3	Dopeav2128413m
9741	Dopeav2135543m	1.0	2.0	BRS3	Dopeav2135543m
9742	Dopeav2032838m	1.0	0.0	SMG7	Dopeav2032838m
9743	Dopeav2082091m	1.0	3.0	DTD1	Dopeav2082091m
9744	Dopeav2029395m	1.0	0.0	PSTK	Dopeav2029395m
9745	Dopeav2049645m	1.0	1.0	SVEP1	Dopeav2049645m
9746	Dopeav2081380m	1.0	1.0		Dopeav2081380m
9747	Dopeav2099872m	1.0	0.0	SLC23A1	Dopeav2099872m
9748	Dopeav2136058m	1.0	0.0	MXI1	Dopeav2136058m
9749	Dopeav2048993m	1.0	1.0	RUFY4	Dopeav2048993m
9750	Dopeav2126409m	1.0	0.0		Dopeav2126409m
9751	Dopeav2054662m	1.0	1.0	ZNF71	Dopeav2054662m
9752	Dopeav2105328m	1.0	0.0	RRP36	Dopeav2105328m
9753	Dopeav2038869m	1.0	0.0	DGKK	Dopeav2038869m
9754	Dopeav2093179m	1.0	0.0	GRIA4	Dopeav2093179m
9755	Dopeav2055558m	1.0	1.0	ZNF569	Dopeav2055558m
9756	Dopeav2060295m	1.0	1.0		Dopeav2060295m
9757	Dopeav2100415m	1.0	0.0		Dopeav2100415m
9758	Dopeav2122409m	1.0	1.0		Dopeav2122409m
9759	Dopeav2005372m	1.0	3.0	HFM1	Dopeav2005372m
9760	Dopeav2123691m	1.0	1.0		Dopeav2123691m
9761	Dopeav2071189m	1.0	1.0		Dopeav2071189m
9762	Dopeav2039839m	1.0	1.0	ALOX5	Dopeav2039839m
9763	Dopeav2099839m	1.0	0.0		Dopeav2099839m
9764	Dopeav2111728m	1.0	2.0	ZNF624	Dopeav2111728m
9765	Dopeav2058464m	1.0	0.0		Dopeav2058464m
9766	Dopeav2099612m	1.0	0.0	ITGB2	Dopeav2099612m
9767	Dopeav2126549m	1.0	0.0		Dopeav2126549m
9768	Dopeav2079879m	1.0	0.0	NOX4	Dopeav2079879m
9769	Dopeav2111500m	1.0	0.0	LRP6	Dopeav2111500m
9770	Dopeav2084587m	1.0	1.0	ADAMTS7	Dopeav2084587m
9771	Dopeav2055717m	1.0	1.0	ZNF182	Dopeav2055717m
9772	Dopeav2068065m	1.0	0.0	SLC22A1	Dopeav2068065m
9773	Dopeav2011119m	1.0	2.0		Dopeav2011119m
9774	Dopeav2003482m	1.0	1.0		Dopeav2003482m
9775	Dopeav2055082m	1.0	3.0	ZNF208	Dopeav2055082m
9776	Dopeav2073490m	1.0	0.0		Dopeav2073490m
9777	Dopeav2055064m	1.0	0.0	ZNF208	Dopeav2055064m
9778	Dopeav2037730m	1.0	0.0		Dopeav2037730m
9779	Dopeav2056228m	1.0	0.0	EGR1	Dopeav2056228m
9780	Dopeav2030738m	1.0	0.0		Dopeav2030738m
9781	Dopeav2126476m	1.0	2.0		Dopeav2126476m
9782	Dopeav2009477m	1.0	1.0	DPH5	Dopeav2009477m
9783	Dopeav2020751m	1.0	0.0		Dopeav2020751m
9784	Dopeav2036668m	1.0	1.0	TMEM35A	Dopeav2036668m
9785	Dopeav2064415m	1.0	0.0		Dopeav2064415m
9786	Dopeav2107201m	1.0	1.0		Dopeav2107201m
9787	Dopeav2080112m	1.0	1.0	TTN	Dopeav2080112m
9788	Dopeav2091678m	1.0	1.0	C16orf72	Dopeav2091678m
9789	Dopeav2104877m	1.0	2.0	MOCS3	Dopeav2104877m
9790	Dopeav2103710m	1.0	0.0	CLHC1	Dopeav2103710m
9791	Dopeav2134268m	1.0	1.0	EXOSC5	Dopeav2134268m
9792	Dopeav2055582m	1.0	1.0	ZNF205	Dopeav2055582m
9793	Dopeav2009454m	1.0	2.0	ASB8	Dopeav2009454m
9794	Dopeav2055691m	1.0	0.0	ZNF208	Dopeav2055691m
9795	Dopeav2031214m	1.0	4.0	STK19	Dopeav2031214m
9796	Dopeav2117869m	1.0	0.0		Dopeav2117869m
9797	Dopeav2023583m	1.0	1.0	KAT6A	Dopeav2023583m
9798	Dopeav2096525m	1.0	1.0	LSM10	Dopeav2096525m
9799	Dopeav2017571m	1.0	1.0		Dopeav2017571m
9800	Dopeav2025585m	1.0	0.0		Dopeav2025585m
9801	Dopeav2109941m	1.0	1.0	RCC2	Dopeav2109941m
9802	Dopeav2063294m	1.0	0.0	COL12A1	Dopeav2063294m
9803	Dopeav2109659m	1.0	0.0		Dopeav2109659m
9804	Dopeav2055879m	1.0	0.0	ZNF226	Dopeav2055879m
9805	Dopeav2001701m	1.0	0.0	PPIE	Dopeav2001701m
9806	Dopeav2001276m	1.0	0.0	WDR78	Dopeav2001276m
9807	Dopeav2088673m	1.0	0.0	SETMAR	Dopeav2088673m
9808	Dopeav2124217m	1.0	0.0	PBRM1	Dopeav2124217m
9809	Dopeav2091391m	1.0	1.0		Dopeav2091391m
9810	Dopeav2094554m	1.0	1.0	GAS8	Dopeav2094554m
9811	Dopeav2083214m	1.0	0.0	KCP	Dopeav2083214m
9812	Dopeav2039013m	1.0	0.0	COA5	Dopeav2039013m
9813	Dopeav2028707m	1.0	1.0	GLYAT	Dopeav2028707m
9814	Dopeav2013009m	1.0	1.0		Dopeav2013009m
9815	Dopeav2067798m	1.0	0.0	GLP1R	Dopeav2067798m
9816	Dopeav2025858m	1.0	0.0	PRKAR1A	Dopeav2025858m
9817	Dopeav2124159m	1.0	1.0		Dopeav2124159m
9818	Dopeav2055070m	1.0	1.0	ZNF233	Dopeav2055070m
9819	Dopeav2112012m	1.0	0.0	ZSCAN5B	Dopeav2112012m
9820	Dopeav2127812m	1.0	2.0	ZNF568	Dopeav2127812m
9821	Dopeav2127680m	1.0	0.0	ZNF782	Dopeav2127680m
9822	Dopeav2054053m	1.0	0.0	ZNF782	Dopeav2054053m
9823	Dopeav2092714m	1.0	0.0	ALKBH1	Dopeav2092714m
9824	Dopeav2113098m	1.0	0.0	PPIB	Dopeav2113098m
9825	Dopeav2120211m	1.0	1.0	PLXDC2	Dopeav2120211m
9826	Dopeav2015352m	1.0	0.0	YTHDC2	Dopeav2015352m
9827	Dopeav2127460m	1.0	0.0	ZNF782	Dopeav2127460m
9828	Dopeav2120292m	1.0	0.0	CCND2	Dopeav2120292m
9829	Dopeav2026060m	1.0	0.0		Dopeav2026060m
9830	Dopeav2032910m	1.0	3.0	SPOUT1	Dopeav2032910m
9831	Dopeav2071554m	1.0	1.0	SYT4	Dopeav2071554m
9832	Dopeav2065119m	1.0	0.0	USP49	Dopeav2065119m
9833	Dopeav2030611m	1.0	0.0		Dopeav2030611m
9834	Dopeav2093120m	1.0	0.0		Dopeav2093120m
9835	Dopeav2121430m	1.0	0.0	HPGDS	Dopeav2121430m
9836	Dopeav2018205m	1.0	0.0		Dopeav2018205m
9837	Dopeav2017011m	1.0	1.0	GNPDA2	Dopeav2017011m
9838	Dopeav2132683m	1.0	1.0	CHPF	Dopeav2132683m
9839	Dopeav2122243m	1.0	1.0	ZNF235	Dopeav2122243m
9840	Dopeav2048020m	1.0	1.0		Dopeav2048020m
9841	Dopeav2058652m	1.0	3.0	SPAG6	Dopeav2058652m
9842	Dopeav2097909m	1.0	1.0		Dopeav2097909m
9843	Dopeav2062141m	1.0	1.0	IRS1	Dopeav2062141m
9844	Dopeav2017009m	1.0	1.0	MTPN	Dopeav2017009m
9845	Dopeav2010982m	1.0	0.0	CHRD	Dopeav2010982m
9846	Dopeav2067325m	1.0	0.0		Dopeav2067325m
9847	Dopeav2098921m	1.0	3.0	TYR	Dopeav2098921m
9848	Dopeav2122530m	1.0	0.0		Dopeav2122530m
9849	Dopeav2013131m	1.0	2.0	KIAA1958	Dopeav2013131m
9850	Dopeav2135721m	1.0	1.0	ALDH3A2	Dopeav2135721m
9851	Dopeav2133872m	1.0	0.0	SLC6A5	Dopeav2133872m
9852	Dopeav2020179m	1.0	1.0	ZNF800	Dopeav2020179m
9853	Dopeav2088531m	1.0	0.0		Dopeav2088531m
9854	Dopeav2054263m	1.0	0.0	ZNF208	Dopeav2054263m
9855	Dopeav2118696m	1.0	1.0	KIAA1147	Dopeav2118696m
9856	Dopeav2131106m	1.0	2.0		Dopeav2131106m
9857	Dopeav2008859m	1.0	0.0	MME	Dopeav2008859m
9858	Dopeav2070557m	1.0	1.0		Dopeav2070557m
9859	Dopeav2048752m	1.0	0.0	FUT2	Dopeav2048752m
9860	Dopeav2035191m	1.0	3.0	FLNB	Dopeav2035191m
9861	Dopeav2082072m	1.0	1.0		Dopeav2082072m
9862	Dopeav2105369m	1.0	0.0	RPS23	Dopeav2105369m
9863	Dopeav2124608m	1.0	2.0	KCNK18	Dopeav2124608m
9864	Dopeav2127837m	1.0	0.0	TIMP3	Dopeav2127837m
9865	Dopeav2105380m	1.0	0.0	UTP6	Dopeav2105380m
9866	Dopeav2099858m	1.0	0.0		Dopeav2099858m
9867	Dopeav2021839m	1.0	1.0	MRPL50	Dopeav2021839m
9868	Dopeav2062343m	1.0	2.0	PDCD10	Dopeav2062343m
9869	Dopeav2135938m	1.0	0.0		Dopeav2135938m
9870	Dopeav2126404m	1.0	1.0		Dopeav2126404m
9871	Dopeav2082719m	1.0	0.0		Dopeav2082719m
9872	Dopeav2024689m	1.0	1.0	MSRA	Dopeav2024689m
9873	Dopeav2131956m	1.0	3.0	ANKMY2	Dopeav2131956m
9874	Dopeav2132342m	1.0	0.0	TRRAP	Dopeav2132342m
9875	Dopeav2095754m	1.0	0.0	RPL28	Dopeav2095754m
9876	Dopeav2135581m	1.0	0.0	CARM1	Dopeav2135581m
9877	Dopeav2055906m	1.0	1.0	ZNF112	Dopeav2055906m
9878	Dopeav2054390m	1.0	0.0	ZNF71	Dopeav2054390m
9879	Dopeav2114717m	1.0	1.0		Dopeav2114717m
9880	Dopeav2056646m	1.0	0.0	PLSCR1	Dopeav2056646m
9881	Dopeav2005023m	1.0	0.0	PPP5C	Dopeav2005023m
9882	Dopeav2026054m	1.0	1.0	FAM92A	Dopeav2026054m
9883	Dopeav2114454m	1.0	0.0		Dopeav2114454m
9884	Dopeav2007219m	1.0	0.0		Dopeav2007219m
9885	Dopeav2040019m	1.0	2.0	MTERF4	Dopeav2040019m
9886	Dopeav2062084m	1.0	0.0	PHTF2	Dopeav2062084m
9887	Dopeav2089449m	1.0	2.0	XRRA1	Dopeav2089449m
9888	Dopeav2096101m	1.0	4.0	CCDC180	Dopeav2096101m
9889	Dopeav2087562m	1.0	0.0	CHRNA7	Dopeav2087562m
9890	Dopeav2084156m	1.0	0.0	DRC3	Dopeav2084156m
9891	Dopeav2125853m	1.0	0.0		Dopeav2125853m
9892	Dopeav2065269m	1.0	0.0	ZSCAN20	Dopeav2065269m
9893	Dopeav2051925m	1.0	0.0	ARV1	Dopeav2051925m
9894	Dopeav2118868m	1.0	2.0		Dopeav2118868m
9895	Dopeav2113639m	1.0	0.0	ACOT13	Dopeav2113639m
9896	Dopeav2029959m	1.0	1.0	DOK3	Dopeav2029959m
9897	Dopeav2084462m	1.0	0.0	THSD4	Dopeav2084462m
9898	Dopeav2055289m	1.0	1.0	ZNF782	Dopeav2055289m
9899	Dopeav2045560m	1.0	1.0		Dopeav2045560m
9900	Dopeav2083183m	1.0	0.0		Dopeav2083183m
9901	Dopeav2102883m	1.0	1.0	TRMT5	Dopeav2102883m
9902	Dopeav2108750m	1.0	0.0	TFB1M	Dopeav2108750m
9903	Dopeav2018973m	1.0	1.0	SCUBE1	Dopeav2018973m
9904	Dopeav2122911m	1.0	1.0	SLC35D3	Dopeav2122911m
9905	Dopeav2082357m	1.0	2.0	ENDOU	Dopeav2082357m
9906	Dopeav2010547m	1.0	3.0	IQCH	Dopeav2010547m
9907	Dopeav2005938m	1.0	0.0	RNF31	Dopeav2005938m
9908	Dopeav2001187m	1.0	0.0		Dopeav2001187m
9909	Dopeav2047608m	1.0	0.0		Dopeav2047608m
9910	Dopeav2030260m	1.0	0.0		Dopeav2030260m
9911	Dopeav2087279m	1.0	0.0	EFCAB10	Dopeav2087279m
9912	Dopeav2016800m	1.0	0.0		Dopeav2016800m
9913	Dopeav2117488m	1.0	0.0	DNAJB12	Dopeav2117488m
9914	Dopeav2063933m	1.0	0.0		Dopeav2063933m
9915	Dopeav2073733m	1.0	1.0	LMAN1	Dopeav2073733m
9916	Dopeav2011130m	1.0	0.0	HCRTR2	Dopeav2011130m
9917	Dopeav2116267m	1.0	1.0	WNT2	Dopeav2116267m
9918	Dopeav2030959m	1.0	1.0	REPS1	Dopeav2030959m
9919	Dopeav2082499m	1.0	1.0		Dopeav2082499m
9920	Dopeav2043886m	1.0	1.0		Dopeav2043886m
9921	Dopeav2079221m	1.0	1.0	AXDND1	Dopeav2079221m
9922	Dopeav2089822m	1.0	0.0	POLR1C	Dopeav2089822m
9923	Dopeav2058198m	1.0	0.0	IL17F	Dopeav2058198m
9924	Dopeav2103869m	1.0	0.0	ISM1	Dopeav2103869m
9925	Dopeav2133975m	1.0	1.0	TTLL1	Dopeav2133975m
9926	Dopeav2005978m	1.0	1.0	LRRC59	Dopeav2005978m
9927	Dopeav2099066m	1.0	1.0		Dopeav2099066m
9928	Dopeav2116414m	1.0	1.0	NUDT14	Dopeav2116414m
9929	Dopeav2090044m	1.0	0.0		Dopeav2090044m
9930	Dopeav2054660m	1.0	0.0	ZSCAN2	Dopeav2054660m
9931	Dopeav2112028m	1.0	1.0	ZNF568	Dopeav2112028m
9932	Dopeav2086299m	1.0	0.0	RGMA	Dopeav2086299m
9933	Dopeav2048775m	1.0	2.0	HTATSF1	Dopeav2048775m
9934	Dopeav2115932m	1.0	0.0	CCKBR	Dopeav2115932m
9935	Dopeav2056922m	1.0	1.0		Dopeav2056922m
9936	Dopeav2031788m	1.0	0.0	CHIT1	Dopeav2031788m
9937	Dopeav2009242m	1.0	1.0	GPR50	Dopeav2009242m
9938	Dopeav2102560m	1.0	0.0	CSKMT	Dopeav2102560m
9939	Dopeav2035139m	1.0	1.0	GRB2	Dopeav2035139m
9940	Dopeav2004679m	1.0	1.0	DCTD	Dopeav2004679m
9941	Dopeav2054890m	1.0	1.0	ZNF227	Dopeav2054890m
9942	Dopeav2131290m	1.0	1.0	BTBD3	Dopeav2131290m
9943	Dopeav2070147m	1.0	0.0		Dopeav2070147m
9944	Dopeav2004233m	1.0	0.0	CRISP2	Dopeav2004233m
9945	Dopeav2082254m	1.0	3.0	GALE	Dopeav2082254m
9946	Dopeav2033250m	1.0	0.0	ARL14EP	Dopeav2033250m
9947	Dopeav2040529m	1.0	1.0	TMEM209	Dopeav2040529m
9948	Dopeav2135854m	1.0	1.0	HPSE	Dopeav2135854m
9949	Dopeav2064072m	1.0	0.0	AK8	Dopeav2064072m
9950	Dopeav2056095m	1.0	0.0		Dopeav2056095m
9951	Dopeav2089186m	1.0	0.0	EIF2AK1	Dopeav2089186m
9952	Dopeav2105866m	1.0	2.0		Dopeav2105866m
9953	Dopeav2037546m	1.0	0.0		Dopeav2037546m
9954	Dopeav2042823m	1.0	0.0		Dopeav2042823m
9955	Dopeav2012481m	1.0	1.0		Dopeav2012481m
9956	Dopeav2064159m	1.0	0.0	CACNA1D	Dopeav2064159m
9957	Dopeav2116280m	1.0	1.0	YIPF6	Dopeav2116280m
9958	Dopeav2079675m	1.0	0.0		Dopeav2079675m
9959	Dopeav2016161m	0.0	7.0		Dopeav2016161m
9960	Dopeav2080657m	0.0	6.0	ZNFX1	Dopeav2080657m
9961	Dopeav2083901m	0.0	6.0	FIG4	Dopeav2083901m
9962	Dopeav2126693m	0.0	6.0		Dopeav2126693m
9963	Dopeav2043848m	0.0	6.0	RNF19A	Dopeav2043848m
9964	Dopeav2084873m	0.0	5.0		Dopeav2084873m
9965	Dopeav2106181m	0.0	5.0	DENND3	Dopeav2106181m
9966	Dopeav2112542m	0.0	5.0	FRAS1	Dopeav2112542m
9967	Dopeav2042538m	0.0	5.0	ERICH3	Dopeav2042538m
9968	Dopeav2070074m	0.0	5.0	ADAMTS12	Dopeav2070074m
9969	Dopeav2088704m	0.0	5.0	ESPL1	Dopeav2088704m
9970	Dopeav2069488m	0.0	4.0	ALG3	Dopeav2069488m
9971	Dopeav2102754m	0.0	4.0	PIGA	Dopeav2102754m
9972	Dopeav2122907m	0.0	4.0		Dopeav2122907m
9973	Dopeav2131955m	0.0	4.0	ANKMY2	Dopeav2131955m
9974	Dopeav2026278m	0.0	4.0	SLC39A12	Dopeav2026278m
9975	Dopeav2082814m	0.0	4.0	CCDC150	Dopeav2082814m
9976	Dopeav2103667m	0.0	4.0	TMEM63A	Dopeav2103667m
9977	Dopeav2118071m	0.0	4.0	PLRG1	Dopeav2118071m
9978	Dopeav2130700m	0.0	4.0	PPP4R4	Dopeav2130700m
9979	Dopeav2097469m	0.0	4.0	ANKRD50	Dopeav2097469m
9980	Dopeav2022994m	0.0	4.0	ENPP3	Dopeav2022994m
9981	Dopeav2009200m	0.0	4.0	DCST1	Dopeav2009200m
9982	Dopeav2112947m	0.0	4.0	COL22A1	Dopeav2112947m
9983	Dopeav2082732m	0.0	4.0	POP1	Dopeav2082732m
9984	Dopeav2005103m	0.0	4.0	STK36	Dopeav2005103m
9985	Dopeav2072644m	0.0	4.0		Dopeav2072644m
9986	Dopeav2127446m	0.0	4.0	ZNF208	Dopeav2127446m
9987	Dopeav2061697m	0.0	3.0	KCNT2	Dopeav2061697m
9988	Dopeav2000873m	0.0	3.0	ZNF45	Dopeav2000873m
9989	Dopeav2058113m	0.0	3.0		Dopeav2058113m
9990	Dopeav2132350m	0.0	3.0		Dopeav2132350m
9991	Dopeav2058220m	0.0	3.0	PGLYRP3	Dopeav2058220m
9992	Dopeav2083417m	0.0	3.0	WDR83	Dopeav2083417m
9993	Dopeav2090342m	0.0	3.0	NUDT22	Dopeav2090342m
9994	Dopeav2000737m	0.0	3.0	IFIH1	Dopeav2000737m
9995	Dopeav2089212m	0.0	3.0		Dopeav2089212m
9996	Dopeav2037055m	0.0	3.0	C9orf84	Dopeav2037055m
9997	Dopeav2088694m	0.0	3.0	IDS	Dopeav2088694m
9998	Dopeav2110630m	0.0	3.0	VWA3B	Dopeav2110630m
9999	Dopeav2082881m	0.0	3.0	SUMF2	Dopeav2082881m
10000	Dopeav2126403m	0.0	3.0		Dopeav2126403m
10001	Dopeav2083420m	0.0	3.0	RCC1	Dopeav2083420m
10002	Dopeav2126517m	0.0	3.0	ADAMTS18	Dopeav2126517m
10003	Dopeav2026616m	0.0	3.0	MAPRE1	Dopeav2026616m
10004	Dopeav2072138m	0.0	3.0		Dopeav2072138m
10005	Dopeav2125503m	0.0	3.0	CEP89	Dopeav2125503m
10006	Dopeav2022996m	0.0	3.0	ENPP3	Dopeav2022996m
10007	Dopeav2042640m	0.0	3.0		Dopeav2042640m
10008	Dopeav2070144m	0.0	3.0	EXOSC7	Dopeav2070144m
10009	Dopeav2088637m	0.0	3.0	MED29	Dopeav2088637m
10010	Dopeav2030915m	0.0	3.0	UFSP2	Dopeav2030915m
10011	Dopeav2095979m	0.0	3.0	C3	Dopeav2095979m
10012	Dopeav2086778m	0.0	3.0	SLC2A13	Dopeav2086778m
10013	Dopeav2076316m	0.0	3.0	TFPI	Dopeav2076316m
10014	Dopeav2091155m	0.0	3.0	ALG12	Dopeav2091155m
10015	Dopeav2026094m	0.0	3.0	MDH1B	Dopeav2026094m
10016	Dopeav2079207m	0.0	3.0	DNTTIP2	Dopeav2079207m
10017	Dopeav2040210m	0.0	3.0		Dopeav2040210m
10018	Dopeav2067775m	0.0	3.0	SLC4A8	Dopeav2067775m
10019	Dopeav2119423m	0.0	3.0		Dopeav2119423m
10020	Dopeav2038826m	0.0	3.0		Dopeav2038826m
10021	Dopeav2093102m	0.0	3.0	TRMT11	Dopeav2093102m
10022	Dopeav2050749m	0.0	3.0		Dopeav2050749m
10023	Dopeav2124427m	0.0	3.0	FKBP6	Dopeav2124427m
10024	Dopeav2063663m	0.0	3.0	POLQ	Dopeav2063663m
10025	Dopeav2036953m	0.0	3.0	TEX11	Dopeav2036953m
10026	Dopeav2080086m	0.0	3.0	MYLK	Dopeav2080086m
10027	Dopeav2086234m	0.0	3.0	SLC27A6	Dopeav2086234m
10028	Dopeav2068138m	0.0	3.0	DNAH8	Dopeav2068138m
10029	Dopeav2094338m	0.0	3.0		Dopeav2094338m
10030	Dopeav2092117m	0.0	3.0	SYCP1	Dopeav2092117m
10031	Dopeav2059891m	0.0	3.0		Dopeav2059891m
10032	Dopeav2072762m	0.0	3.0	GADD45GIP1	Dopeav2072762m
10033	Dopeav2106178m	0.0	2.0		Dopeav2106178m
10034	Dopeav2105698m	0.0	2.0	ZNF436	Dopeav2105698m
10035	Dopeav2093526m	0.0	2.0		Dopeav2093526m
10036	Dopeav2037880m	0.0	2.0	HMCN2	Dopeav2037880m
10037	Dopeav2120669m	0.0	2.0		Dopeav2120669m
10038	Dopeav2135321m	0.0	2.0	C2orf42	Dopeav2135321m
10039	Dopeav2009891m	0.0	2.0		Dopeav2009891m
10040	Dopeav2116036m	0.0	2.0	DDX31	Dopeav2116036m
10041	Dopeav2132272m	0.0	2.0		Dopeav2132272m
10042	Dopeav2074768m	0.0	2.0		Dopeav2074768m
10043	Dopeav2057110m	0.0	2.0		Dopeav2057110m
10044	Dopeav2128130m	0.0	2.0	SSH2	Dopeav2128130m
10045	Dopeav2082610m	0.0	2.0	ZMYND12	Dopeav2082610m
10046	Dopeav2047781m	0.0	2.0		Dopeav2047781m
10047	Dopeav2115735m	0.0	2.0	AVPR1B	Dopeav2115735m
10048	Dopeav2098496m	0.0	2.0		Dopeav2098496m
10049	Dopeav2087679m	0.0	2.0	RPE	Dopeav2087679m
10050	Dopeav2069664m	0.0	2.0	MAPRE1	Dopeav2069664m
10051	Dopeav2129727m	0.0	2.0	PC	Dopeav2129727m
10052	Dopeav2118831m	0.0	2.0		Dopeav2118831m
10053	Dopeav2055042m	0.0	2.0		Dopeav2055042m
10054	Dopeav2043635m	0.0	2.0	SLC16A14	Dopeav2043635m
10055	Dopeav2115121m	0.0	2.0	UGT1A6	Dopeav2115121m
10056	Dopeav2081921m	0.0	2.0		Dopeav2081921m
10057	Dopeav2084856m	0.0	2.0	ITIH5	Dopeav2084856m
10058	Dopeav2105782m	0.0	2.0		Dopeav2105782m
10059	Dopeav2054170m	0.0	2.0	ZNF782	Dopeav2054170m
10060	Dopeav2077533m	0.0	2.0	PTPRT	Dopeav2077533m
10061	Dopeav2019768m	0.0	2.0		Dopeav2019768m
10062	Dopeav2103860m	0.0	2.0		Dopeav2103860m
10063	Dopeav2090337m	0.0	2.0	RREB1	Dopeav2090337m
10064	Dopeav2101596m	0.0	2.0	AC003002.1	Dopeav2101596m
10065	Dopeav2015134m	0.0	2.0	BPI	Dopeav2015134m
10066	Dopeav2055950m	0.0	2.0	ZNF84	Dopeav2055950m
10067	Dopeav2106013m	0.0	2.0	AC112484.1	Dopeav2106013m
10068	Dopeav2135609m	0.0	2.0	USP4	Dopeav2135609m
10069	Dopeav2043669m	0.0	2.0	EXT1	Dopeav2043669m
10070	Dopeav2055659m	0.0	2.0	ZNF729	Dopeav2055659m
10071	Dopeav2054309m	0.0	2.0	ZNF782	Dopeav2054309m
10072	Dopeav2054186m	0.0	2.0	ARRDC3	Dopeav2054186m
10073	Dopeav2077285m	0.0	2.0	POLG2	Dopeav2077285m
10074	Dopeav2000814m	0.0	2.0	HHIPL1	Dopeav2000814m
10075	Dopeav2073586m	0.0	2.0		Dopeav2073586m
10076	Dopeav2030171m	0.0	2.0	CA14	Dopeav2030171m
10077	Dopeav2127734m	0.0	2.0	ZNF84	Dopeav2127734m
10078	Dopeav2078220m	0.0	2.0	NOX3	Dopeav2078220m
10079	Dopeav2105944m	0.0	2.0	ZNF45	Dopeav2105944m
10080	Dopeav2054603m	0.0	2.0	ZNF345	Dopeav2054603m
10081	Dopeav2038156m	0.0	2.0	SETMAR	Dopeav2038156m
10082	Dopeav2070718m	0.0	2.0	LACTB	Dopeav2070718m
10083	Dopeav2109847m	0.0	2.0	BAIAP3	Dopeav2109847m
10084	Dopeav2117517m	0.0	2.0		Dopeav2117517m
10085	Dopeav2005107m	0.0	2.0	STK36	Dopeav2005107m
10086	Dopeav2079219m	0.0	2.0	SURF2	Dopeav2079219m
10087	Dopeav2101350m	0.0	2.0	BRIP1	Dopeav2101350m
10088	Dopeav2051560m	0.0	2.0		Dopeav2051560m
10089	Dopeav2104989m	0.0	2.0	ABHD12	Dopeav2104989m
10090	Dopeav2089673m	0.0	2.0		Dopeav2089673m
10091	Dopeav2045230m	0.0	2.0		Dopeav2045230m
10092	Dopeav2082589m	0.0	2.0	PKD1L3	Dopeav2082589m
10093	Dopeav2060518m	0.0	2.0		Dopeav2060518m
10094	Dopeav2007135m	0.0	2.0	TTC29	Dopeav2007135m
10095	Dopeav2033211m	0.0	2.0		Dopeav2033211m
10096	Dopeav2033160m	0.0	2.0	PPP1R12A	Dopeav2033160m
10097	Dopeav2114071m	0.0	2.0	PIGX	Dopeav2114071m
10098	Dopeav2131380m	0.0	2.0	CLOCK	Dopeav2131380m
10099	Dopeav2093823m	0.0	2.0	TTC38	Dopeav2093823m
10100	Dopeav2025108m	0.0	2.0	NOC2L	Dopeav2025108m
10101	Dopeav2079062m	0.0	2.0	RAB21	Dopeav2079062m
10102	Dopeav2049404m	0.0	2.0	INCENP	Dopeav2049404m
10103	Dopeav2062856m	0.0	2.0		Dopeav2062856m
10104	Dopeav2054355m	0.0	2.0	ZNF227	Dopeav2054355m
10105	Dopeav2115119m	0.0	2.0	UGT1A3	Dopeav2115119m
10106	Dopeav2005981m	0.0	2.0	DCTPP1	Dopeav2005981m
10107	Dopeav2114425m	0.0	2.0	SAXO1	Dopeav2114425m
10108	Dopeav2075794m	0.0	2.0		Dopeav2075794m
10109	Dopeav2052367m	0.0	2.0	ZNF300	Dopeav2052367m
10110	Dopeav2101273m	0.0	2.0	GPATCH3	Dopeav2101273m
10111	Dopeav2036648m	0.0	2.0		Dopeav2036648m
10112	Dopeav2124093m	0.0	2.0	TEX14	Dopeav2124093m
10113	Dopeav2115794m	0.0	2.0	BRMS1L	Dopeav2115794m
10114	Dopeav2100705m	0.0	2.0	PIBF1	Dopeav2100705m
10115	Dopeav2056471m	0.0	2.0	NPR1	Dopeav2056471m
10116	Dopeav2067275m	0.0	2.0	EEF1AKMT1	Dopeav2067275m
10117	Dopeav2083622m	0.0	2.0		Dopeav2083622m
10118	Dopeav2061472m	0.0	2.0		Dopeav2061472m
10119	Dopeav2127479m	0.0	2.0	ZNF782	Dopeav2127479m
10120	Dopeav2064349m	0.0	2.0		Dopeav2064349m
10121	Dopeav2045413m	0.0	2.0		Dopeav2045413m
10122	Dopeav2071789m	0.0	2.0		Dopeav2071789m
10123	Dopeav2083568m	0.0	2.0	MNS1	Dopeav2083568m
10124	Dopeav2107174m	0.0	2.0	TXNL4A	Dopeav2107174m
10125	Dopeav2054257m	0.0	2.0	ZNF782	Dopeav2054257m
10126	Dopeav2101597m	0.0	2.0	MMAB	Dopeav2101597m
10127	Dopeav2065093m	0.0	2.0	MCM9	Dopeav2065093m
10128	Dopeav2114341m	0.0	2.0	TRAF3IP1	Dopeav2114341m
10129	Dopeav2129701m	0.0	2.0	ZNF83	Dopeav2129701m
10130	Dopeav2035153m	0.0	2.0	ZFY	Dopeav2035153m
10131	Dopeav2095165m	0.0	2.0	DAG1	Dopeav2095165m
10132	Dopeav2120856m	0.0	2.0	TCTEX1D2	Dopeav2120856m
10133	Dopeav2064998m	0.0	2.0		Dopeav2064998m
10134	Dopeav2057039m	0.0	2.0	ZSWIM2	Dopeav2057039m
